gene_name,public_name,N2_specific_read_count, CB4856_specific_read_count
Y65B4BL.7,Y65B4BL.7,0,0
Y65B4BL.5,acs-13,283,308
Y65B4BL.6,Y65B4BL.6,0,0
Y65B4BL.1,Y65B4BL.1,0,0
Y65B4BR.8,Y65B4BR.8,21,28
Y65B4BR.5,Y65B4BR.5,372,464
Y65B4BR.4,wwp-1,101,88
Y65B4BR.3,ptr-21,46,61
Y65B4BR.2,lpr-1,0,0
Y65B4BR.1,Y65B4BR.1,0,0
Y65B4BR.9,ceh-9,0,0
Y65B4BR.6,grl-16,1,2
F56A6.2,hum-7,4,3
F56A6.4,F56A6.4,70,73
F56A6.1,sago-2,6,31
Y65B4A.4,Y65B4A.4,2,1
Y65B4A.6,Y65B4A.6,55,60
Y65B4A.3,vps-20,106,89
Y65B4A.2,Y65B4A.2,3,3
Y65B4A.7,Y65B4A.7,7,12
Y65B4A.1,Y65B4A.1,30,29
Y65B4A.8,Y65B4A.8,39,34
Y65B4A.9,Y65B4A.9,12,5
Y18H1A.14,Y18H1A.14,0,0
Y18H1A.11,Y18H1A.11,6,5
Y18H1A.10,Y18H1A.10,19,24
Y18H1A.1,Y18H1A.1,25,10
Y18H1A.4,Y18H1A.4,0,0
Y18H1A.2,Y18H1A.2,23,21
Y18H1A.3,Y18H1A.3,14,23
Y18H1A.7,Y18H1A.7,0,1
Y18H1A.6,pif-1,3,7
Y18H1A.15,Y18H1A.15,2,5
Y18H1A.13,col-46,0,0
Y18H1A.12,col-47,0,0
Y18H1A.9,Y18H1A.9,0,0
Y18H1A.8,Y18H1A.8,35,35
T06A4.2,mps-3,0,0
T06A4.3,T06A4.3,0,0
T06A4.1,T06A4.1,0,0
T06A4.4,T06A4.4,0,0
T06A4.7,T06A4.7,0,0
Y73A3A.1,Y73A3A.1,0,0
ZC123.3,zfh-2,6,1
ZC123.10,ZC123.10,0,0
ZC123.5,ZC123.5,0,0
ZC123.1,ZC123.1,0,1
ZC123.4,ZC123.4,5,5
Y95B8A.8,Y95B8A.8,13,23
Y95B8A.10,pde-6,23,16
Y95B8A.6,Y95B8A.6,1,2
Y95B8A.11,him-19,6,7
Y95B8A.5,gpa-16,30,29
Y95B8A.4,Y95B8A.4,5,5
Y95B8A.12,Y95B8A.12,1,0
Y95B8A.2,Y95B8A.2,0,0
Y95B8A.1,nas-30,0,0
Y34D9B.1,mig-1,9,4
F54A5.2,cutl-20,1,1
F54A5.3,shc-1,3,4
F54A5.4,F54A5.4,0,0
F54A5.1,hmbx-1,2,0
C54G6.7,C54G6.7,0,0
C54G6.3,C54G6.3,0,0
C54G6.2,C54G6.2,0,2
C54G6.1,madf-6,14,17
Y34D9A.1,mrpl-38,30,36
Y34D9A.4,spd-1,47,47
Y34D9A.3,Y34D9A.3,37,32
Y34D9A.7,Y34D9A.7,11,10
Y34D9A.8,Y34D9A.8,0,2
Y34D9A.10,vps-4,77,76
Y34D9A.2,Y34D9A.2,1,1
R06A10.2,gsa-1,7,5
R06A10.3,R06A10.3,0,0
R06A10.1,R06A10.1,0,0
R06A10.5,R06A10.5,0,0
R06A10.4,R06A10.4,1,1
ZK993.2,ZK993.2,2,4
ZK993.1,ceh-45,0,0
Y48G8AL.9,Y48G8AL.9,17,19
Y48G8AL.10,Y48G8AL.10,33,38
Y48G8AL.14,aps-3,34,42
Y48G8AL.8,rpl-17,1194,1205
Y48G8AL.7,Y48G8AL.7,0,0
Y48G8AL.11,haf-6,20,19
Y48G8AL.6,smg-2,111,149
Y48G8AL.5,Y48G8AL.5,52,48
Y48G8AL.1,herc-1,133,159
Y48G8AL.16,Y48G8AL.16,0,0
Y48G8AL.13,Y48G8AL.13,29,25
Y48G8AL.15,Y48G8AL.15,12,8
Y48G8AR.1,grh-1,2,1
Y48G8AR.7,Y48G8AR.7,0,0
Y48G8AR.4,Y48G8AR.4,0,0
Y48G8AR.2,Y48G8AR.2,0,0
Y48G8AR.3,Y48G8AR.3,0,0
K12C11.4,dapk-1,0,3
K12C11.3,K12C11.3,0,0
K12C11.6,K12C11.6,7,9
Y92H12BL.1,Y92H12BL.1,8,13
Y92H12BL.5,Y92H12BL.5,1,0
Y92H12BL.4,Y92H12BL.4,0,0
Y92H12BL.2,Y92H12BL.2,0,0
Y92H12BM.1,Y92H12BM.1,0,0
Y92H12BR.7,Y92H12BR.7,6,7
Y92H12BR.6,set-29,11,16
Y92H12BR.2,Y92H12BR.2,0,0
Y92H12BR.3,Y92H12BR.3,114,103
Y92H12BR.4,Y92H12BR.4,0,0
Y92H12BR.8,mrpl-15,35,30
F37F2.2,F37F2.2,27,35
F47G6.6,F47G6.6,0,0
F47G6.4,spe-15,123,121
F37F2.3,gst-25,0,0
F47G6.3,F47G6.3,45,32
F47G6.2,acs-16,0,0
F47G6.1,dyb-1,4,0
Y92H12A.5,Y92H12A.5,93,60
Y92H12A.4,Y92H12A.4,48,36
Y92H12A.3,Y92H12A.3,21,13
Y92H12A.2,Y92H12A.2,30,47
Y92H12A.1,src-1,15,14
Y73E7A.3,Y73E7A.3,7,12
Y73E7A.4,cpx-1,0,0
Y73E7A.5,Y73E7A.5,1,0
Y73E7A.2,Y73E7A.2,25,23
Y73E7A.6,Y73E7A.6,0,1
Y73E7A.9,adpr-1,17,30
Y73E7A.7,bre-4,1,0
Y73E7A.1,Y73E7A.1,0,0
Y73E7A.8,Y73E7A.8,0,1
Y71G12B.20,mab-20,15,12
Y71G12B.18,Y71G12B.18,0,0
Y71G12B.21,pqn-88,2,4
Y71G12B.33,Y71G12B.33,6,6
Y71G12B.22,Y71G12B.22,0,0
Y71G12B.17,Y71G12B.17,9,16
Y71G12B.23,Y71G12B.23,1,1
Y71G12B.35,Y71G12B.35,9,4
Y71G12B.16,drag-1,2,1
Y71G12B.31,Y71G12B.31,0,0
Y71G12B.15,ubc-3,1,0
Y71G12B.13,Y71G12B.13,0,0
Y71G12B.12,atg-5,29,28
Y71G12B.11,Y71G12B.11,31,33
Y71G12B.24,mppa-1,62,96
Y71G12B.10,Y71G12B.10,78,48
Y71G12B.9,lin-65,32,36
Y71G12B.8,Y71G12B.8,1,0
Y71G12B.26,Y71G12B.26,1,0
Y71G12B.7,Y71G12B.7,0,0
Y71G12B.6,Y71G12B.6,0,0
Y71G12B.27,Y71G12B.27,0,0
Y71G12B.5,Y71G12B.5,12,5
Y71G12B.38,Y71G12B.38,2,1
Y71G12B.4,pghm-1,15,24
Y71G12B.3,Y71G12B.3,19,14
Y71G12B.32,Y71G12B.32,1,0
Y71G12B.2,Y71G12B.2,1,0
Y71G12B.30,Y71G12B.30,0,0
Y71G12B.1,Y71G12B.1,66,84
Y71G12B.28,Y71G12B.28,0,0
M01D7.7,egl-30,1,0
M01D7.6,emr-1,175,135
M01D7.5,nlp-12,0,0
M01D7.4,tag-96,16,8
M01D7.9,M01D7.9,0,0
M01D7.1,M01D7.1,0,0
M01D7.2,scm-1,10,14
Y71G12A.3,tub-2,25,17
Y71G12A.4,Y71G12A.4,0,0
Y71G12A.2,Y71G12A.2,25,39
Y51F10.7,Y51F10.7,125,128
Y51F10.5,hex-4,55,50
Y51F10.4,Y51F10.4,37,47
Y51F10.10,Y51F10.10,38,40
Y51F10.11,Y51F10.11,0,1
Y51F10.3,Y51F10.3,75,69
Y51F10.12,Y51F10.12,2,1
Y51F10.2,Y51F10.2,110,85
Y20F4.3,gap-3,10,7
Y20F4.2,crtc-1,6,5
Y20F4.4,Y20F4.4,15,9
Y20F4.5,Y20F4.5,1,0
Y37E3.1,Y37E3.1,16,19
Y37E3.3,rpb-10,76,84
Y37E3.5,arl-13,1,0
Y37E3.8,Y37E3.8,2888,2908
Y37E3.10,Y37E3.10,192,236
Y37E3.11,Y37E3.11,99,85
Y37E3.29,Y37E3.29,0,0
Y37E3.13,Y37E3.13,3,1
Y37E3.15,npp-13,82,69
Y37E3.19,Y37E3.19,5,4
Y37E3.16,fpn-1.1,20,19
Y37E3.17,Y37E3.17,4,2
Y37E3.23,Y37E3.23,1,3
W03F11.6,afd-1,31,32
W03F11.5,W03F11.5,0,0
W03F11.2,gcy-17,0,0
W03F11.3,dct-9,17,9
W03F11.4,W03F11.4,14,21
F12B6.3,lgc-51,0,0
F12B6.2,F12B6.2,8,5
F12B6.1,abt-2,8,10
Y39G10AL.1,Y39G10AL.1,1,1
Y39G10AL.3,cdk-7,40,38
Y39G10AR.11,Y39G10AR.11,24,16
Y39G10AR.12,tpxl-1,141,152
Y39G10AR.10,epg-2,12,17
Y39G10AR.13,icp-1,21,31
Y39G10AR.9,Y39G10AR.9,1,0
Y39G10AR.21,Y39G10AR.21,24,13
Y39G10AR.20,Y39G10AR.20,59,56
Y39G10AR.8,Y39G10AR.8,75,71
Y39G10AR.30,Y39G10AR.30,10,8
Y39G10AR.7,Y39G10AR.7,31,16
Y39G10AR.14,mcm-4,137,228
Y39G10AR.15,Y39G10AR.15,11,4
Y39G10AR.22,srbc-64,0,0
Y39G10AR.16,Y39G10AR.16,137,21
Y39G10AR.6,ugt-31,16,9
Y39G10AR.5,zeel-1,0,0
Y39G10AR.25,peel-1,0,0
Y39G10AR.3,nekl-1,0,2
Y39G10AR.31,Y39G10AR.31,0,0
Y39G10AR.27,Y39G10AR.27,0,0
Y39G10AR.17,sydn-1,4,3
Y39G10AR.18,Y39G10AR.18,72,73
Y39G10AR.2,zwl-1,51,40
F23C8.13,F23C8.13,0,1
F23C8.5,F23C8.5,257,282
F23C8.6,F23C8.6,0,0
F23C8.7,F23C8.7,5,5
F23C8.8,F23C8.8,11,7
F23C8.9,F23C8.9,0,0
F23C8.4,ubxn-1,44,33
F23C8.3,F23C8.3,5,10
F23C8.1,F23C8.1,9,6
F23C8.11,F23C8.11,0,0
T16H5.1,inx-19,0,0
Y74C10AL.2,Y74C10AL.2,0,0
Y74C10AR.3,abtm-1,26,25
Y74C10AR.1,eif-3.I,94,86
Y23H5B.6,Y23H5B.6,113,99
Y23H5B.5,Y23H5B.5,85,76
Y23H5B.7,Y23H5B.7,0,0
Y23H5B.4,dmsr-2,2,1
Y23H5B.3,Y23H5B.3,0,3
Y23H5B.8,Y23H5B.8,0,0
Y23H5B.2,Y23H5B.2,9,28
Y23H5B.9,nspd-8,0,61
Y23H5B.1,Y23H5B.1,0,0
Y23H5B.12,Y23H5B.12,1,3
C55C2.4,C55C2.4,10,23
C55C2.3,C55C2.3,14,2
C55C2.2,ssp-19,132,445
C55C2.1,scrt-1,0,0
C55C2.5,aat-5,7,8
K07A3.1,fbp-1,10,0
K07A3.2,ptr-12,3,4
K07A3.3,K07A3.3,30,26
Y23H5A.5,ctn-1,7,4
Y23H5A.4,Y23H5A.4,24,21
Y23H5A.3,Y23H5A.3,35,40
Y23H5A.2,Y23H5A.2,3,7
Y23H5A.7,cars-1,269,272
Y23H5A.8,Y23H5A.8,0,0
F40E3.7,F40E3.7,1,0
F40E3.3,F40E3.3,0,0
F40E3.2,mage-1,2,1
F40E3.5,F40E3.5,7,10
F40E3.6,F40E3.6,0,0
F32B5.6,F32B5.6,22,38
F32B5.7,F32B5.7,7,2
F32B5.8,cpz-1,9,2
F32B5.3,F32B5.3,5,14
F32B5.2,F32B5.2,0,0
F32B5.1,F32B5.1,68,175
Y71F9B.5,lin-17,4,0
Y71F9B.16,dnj-30,34,41
Y71F9B.6,Y71F9B.6,8,6
Y71F9B.4,snr-7,1,3
Y71F9B.3,yop-1,243,208
Y71F9B.2,Y71F9B.2,28,15
Y71F9B.8,lron-11,0,3
Y71F9B.7,plk-2,400,433
Y71F9B.9,Y71F9B.9,2,7
Y71F9B.10,sop-3,116,150
Y71F9B.13,Y71F9B.13,0,16
Y71F9B.14,Y71F9B.14,5,6
W03D8.9,W03D8.9,263,287
W03D8.10,W03D8.10,144,18
W03D8.1,W03D8.1,2,6
W03D8.8,W03D8.8,0,0
W03D8.7,W03D8.7,1,1
W03D8.2,W03D8.2,43,49
W03D8.12,W03D8.12,0,0
W03D8.6,itx-1,61,60
W03D8.5,W03D8.5,12,22
W03D8.11,W03D8.11,0,0
W03D8.3,W03D8.3,8,11
W10C8.2,pop-1,18,14
W10C8.1,ccb-2,0,0
W10C8.4,W10C8.4,0,0
W10C8.5,W10C8.5,193,586
W10C8.6,W10C8.6,2,0
Y71F9AL.11,Y71F9AL.11,0,0
Y71F9AL.10,Y71F9AL.10,11,18
Y71F9AL.12,Y71F9AL.12,84,114
Y71F9AL.9,Y71F9AL.9,1,0
Y71F9AL.8,Y71F9AL.8,7,4
Y71F9AL.14,dnc-5,23,25
Y71F9AL.16,arx-1,47,39
Y71F9AL.6,Y71F9AL.6,0,0
Y71F9AL.17,Y71F9AL.17,297,293
Y71F9AL.5,gst-43,0,0
Y71F9AL.4,Y71F9AL.4,11,25
Y71F9AL.18,pme-1,130,122
Y71F9AL.2,Y71F9AL.2,4,9
Y71F9AL.1,Y71F9AL.1,2,0
Y71F9AM.6,trap-1,238,270
Y71F9AM.5,nxt-1,2,0
Y71F9AM.4,cogc-3,60,56
Y71F9AM.8,Y71F9AM.8,0,0
Y71F9AR.1,bam-2,35,20
Y71F9AR.4,Y71F9AR.4,10,16
Y71F9AR.2,Y71F9AR.2,2,1
Y71F9AR.3,Y71F9AR.3,8,6
Y54E10BL.4,dnj-28,51,59
Y54E10BL.5,nduf-5,8,17
Y54E10BL.3,Y54E10BL.3,0,0
Y54E10BL.6,mek-2,30,29
Y54E10BL.8,Y54E10BL.8,0,1
Y54E10BL.2,col-48,2,3
Y54E10BL.1,Y54E10BL.1,0,0
Y54E10BR.4,Y54E10BR.4,94,77
Y54E10BR.3,Y54E10BR.3,0,0
Y54E10BR.5,Y54E10BR.5,0,0
Y54E10BR.6,rpb-7,161,139
Y54E10BR.7,mod-5,11,6
Y54E10BR.8,ztf-23,46,53
Y54E10BR.1,Y54E10BR.1,0,0
M01B12.4,M01B12.4,164,160
M01B12.5,riok-1,30,25
C45E1.7,C45E1.7,0,0
C45E1.1,nhr-64,8,7
C45E1.5,C45E1.5,1,0
C45E1.4,C45E1.4,0,4
K09H9.3,col-49,1,0
K09H9.8,K09H9.8,0,0
K09H9.5,K09H9.5,2,3
K09H9.6,lpd-6,24,27
K09H9.2,K09H9.2,0,0
K09H9.7,K09H9.7,5,8
K09H9.1,K09H9.1,0,0
Y54E10A.9,vbh-1,441,489
Y54E10A.7,mrpl-17,0,0
Y54E10A.6,Y54E10A.6,50,62
Y54E10A.5,dnc-6,0,0
Y54E10A.10,Y54E10A.10,45,43
Y54E10A.11,Y54E10A.11,124,162
Y54E10A.12,Y54E10A.12,45,47
Y54E10A.13,Y54E10A.13,0,1
Y54E10A.17,Y54E10A.17,22,23
Y54E10A.4,fog-1,8,10
Y54E10A.14,rom-5,18,13
Y54E10A.15,cdt-1,10,17
Y54E10A.3,Y54E10A.3,9,5
Y54E10A.2,cogc-1,17,23
Y54E10A.16,mab-31,30,24
Y44E3B.2,tyr-5,4,1
Y44E3B.1,zip-4,1,1
W01B11.3,nol-5,457,443
W01B11.5,pqn-72,3,4
W01B11.2,sulp-6,8,8
W01B11.6,W01B11.6,0,1
W01B11.1,W01B11.1,7,4
Y44E3A.2,ace-2,0,0
Y44E3A.4,Y44E3A.4,0,0
Y44E3A.1,Y44E3A.1,0,0
Y44E3A.6,Y44E3A.6,45,62
W05F2.7,W05F2.7,3,3
W05F2.2,W05F2.2,0,1
W05F2.3,W05F2.3,0,0
W05F2.6,W05F2.6,76,68
W05F2.5,fbxa-203,13,11
W05F2.4,W05F2.4,13,6
K03E5.3,cdk-2,16,21
K03E5.2,K03E5.2,0,0
K03E5.1,K03E5.1,0,0
Y47G6A.12,sep-1,87,82
Y47G6A.28,tag-63,98,98
Y47G6A.13,Y47G6A.13,9,14
Y47G6A.11,msh-6,136,174
Y47G6A.14,Y47G6A.14,7,3
Y47G6A.10,spg-7,43,38
Y47G6A.15,Y47G6A.15,2,0
Y47G6A.9,Y47G6A.9,0,0
Y47G6A.8,crn-1,0,0
Y47G6A.17,Y47G6A.17,0,1
Y47G6A.7,Y47G6A.7,0,0
Y47G6A.18,Y47G6A.18,36,27
Y47G6A.6,pcaf-1,10,12
Y47G6A.19,Y47G6A.19,7,10
Y47G6A.30,Y47G6A.30,0,0
Y47G6A.5,Y47G6A.5,1,3
Y47G6A.20,rnp-6,59,69
Y47G6A.4,Y47G6A.4,6,12
Y47G6A.21,Y47G6A.21,3,6
Y47G6A.34,Y47G6A.34,0,0
Y47G6A.27,Y47G6A.27,3,1
Y47G6A.22,Y47G6A.22,34,25
Y47G6A.23,lpd-3,73,76
Y47G6A.29,Y47G6A.29,58,58
Y47G6A.3,Y47G6A.3,15,16
Y47G6A.31,Y47G6A.31,2,2
Y47G6A.25,Y47G6A.25,38,48
Y47G6A.2,inx-22,21,38
Y47G6A.1,inx-21,33,31
Y47G6A.32,Y47G6A.32,0,1
T28F2.3,cah-6,2,1
T28F2.4,jmjc-1,2,2
T28F2.1,T28F2.1,0,0
T28F2.5,ccb-1,6,11
T28F2.6,col-50,0,0
T28F2.8,col-51,0,0
T28F2.7,T28F2.7,8,6
D1037.2,smp-2,0,1
D1037.4,rab-8,0,0
D1037.1,D1037.1,7,8
D1037.5,D1037.5,0,0
H26D21.2,msh-2,22,29
F21A9.1,F21A9.1,0,0
T12F5.4,lin-59,12,9
T12F5.3,glh-4,8,40
T12F5.5,larp-5,1,0
Y8G1A.1,math-46,0,0
Y8G1A.3,Y8G1A.3,0,0
Y8G1A.2,inx-13,13,17
ZK770.3,inx-12,0,0
ZK770.1,asic-1,0,0
C32E8.8,ptr-2,0,0
C32E8.9,C32E8.9,0,0
C32E8.10,unc-11,46,33
C32E8.11,ubr-1,23,15
F53F10.5,npp-11,0,1
F53F10.7,F53F10.7,0,0
F53F10.4,unc-108,299,277
F53F10.8,F53F10.8,19,14
F53F10.2,F53F10.2,165,165
F53F10.1,F53F10.1,0,0
T03F1.5,gsp-4,175,157
T03F1.6,T03F1.6,3,1
T03F1.7,T03F1.7,1,0
T03F1.8,guk-1,0,0
T03F1.9,hcp-4,41,43
T03F1.2,coq-4,8,11
C50F2.3,C50F2.3,16,17
C50F2.2,C50F2.2,0,0
C50F2.4,C50F2.4,0,0
C50F2.1,C50F2.1,0,0
C50F2.8,C50F2.8,0,0
T20F5.6,T20F5.6,6,3
T21E3.2,T21E3.2,3,4
T21E3.1,egg-4,50,220
T21E3.3,lrp-2,7,11
F47B3.3,F47B3.3,0,0
F47B3.6,F47B3.6,0,0
F28H1.3,aars-2,47,65
F55C7.7,unc-73,5,15
C09D1.1,unc-89,64,70
C24G7.4,C24G7.4,1,4
C24G7.2,acd-1,2,1
C24G7.1,C24G7.1,0,1
H31G24.4,cyb-2.2,370,244
H31G24.3,H31G24.3,19,23
E01A2.3,lin-44,0,0
E01A2.4,E01A2.4,67,69
E01A2.2,E01A2.2,84,79
E01A2.5,E01A2.5,0,0
E01A2.6,E01A2.6,64,65
E01A2.1,E01A2.1,0,0
E01A2.7,E01A2.7,0,0
E01A2.10,E01A2.10,15,21
R12E2.8,R12E2.8,0,0
R12E2.9,inx-15,27,28
R12E2.5,inx-16,8,9
R12E2.4,inx-17,10,2
R12E2.10,egg-5,100,151
R12E2.11,R12E2.11,0,0
R12E2.12,mrps-6,17,13
R12E2.3,rpn-8,2,0
R12E2.2,R12E2.2,142,139
R12E2.1,R12E2.1,20,10
C18E3.7,ppw-1,210,101
C18E3.6,cas-2,0,0
C18E3.5,C18E3.5,15,13
C18E3.4,C18E3.4,1,0
C18E3.3,C18E3.3,11,13
C18E3.8,hop-1,69,61
C18E3.2,swsn-2.2,35,27
C18E3.10,C18E3.10,0,0
C18E3.1,C18E3.1,0,0
C18E3.9,C18E3.9,61,66
C43E11.6,nab-1,11,14
C43E11.5,C43E11.5,47,27
C43E11.7,ndx-7,14,20
C43E11.8,exoc-7,10,7
C43E11.4,tufm-2,30,27
C43E11.11,cogc-5,14,10
C43E11.3,met-1,49,42
C43E11.2,mus-81,60,43
C43E11.10,cdc-6,41,37
C43E11.1,acin-1,40,49
Y47D9A.3,Y47D9A.3,0,0
Y47D9A.2,scpl-3,0,1
Y47D9A.1,Y47D9A.1,38,20
ZK973.6,anc-1,3,3
ZK973.3,pdp-1,0,0
ZK973.9,ZK973.9,0,0
ZK973.10,lpd-5,0,0
ZK973.2,cec-10,32,20
ZK973.1,ZK973.1,132,146
T21E12.4,dhc-1,109,88
T21E12.3,T21E12.3,0,0
T21E12.2,T21E12.2,0,0
C11D9.1,cgef-2,0,0
C41D11.3,C41D11.3,15,18
C41D11.4,C41D11.4,0,0
C41D11.2,eif-3.H,66,51
C41D11.8,cps-6,19,21
C41D11.9,C41D11.9,38,69
C41D11.5,C41D11.5,40,34
C41D11.7,eri-7,15,11
C41D11.1,eri-6,25,32
C41D11.6,C41D11.6,2,1
T01A4.1,gcy-28,85,132
Y119C1B.4,mrpl-19,45,48
Y119C1B.5,Y119C1B.5,1,0
Y119C1B.6,Y119C1B.6,0,4
Y119C1B.12,Y119C1B.12,0,0
Y119C1B.8,bet-1,101,87
Y119C1B.9,Y119C1B.9,4,4
Y119C1B.3,Y119C1B.3,0,0
Y119C1B.10,Y119C1B.10,4,2
D1007.15,D1007.15,14,13
D1007.14,pqn-24,7,4
D1007.13,D1007.13,0,0
D1007.1,ceh-17,0,0
D1007.2,col-52,0,0
D1007.3,D1007.3,3,0
D1007.18,D1007.18,0,0
D1007.5,D1007.5,20,21
D1007.10,D1007.10,13,18
D1007.9,D1007.9,0,0
D1007.7,nrd-1,56,50
C44E4.5,C44E4.5,0,0
C44E4.8,C44E4.8,6,1
C44E4.1,C44E4.1,10,10
C44E4.7,C44E4.7,23,18
C44E4.2,C44E4.2,0,0
C44E4.4,C44E4.4,0,0
C44E4.6,acbp-1,0,0
C44E4.3,got-2.1,35,61
Y119C1A.1,Y119C1A.1,81,90
B0041.3,B0041.3,0,0
B0041.4,rpl-4,1653,1529
B0041.8,B0041.8,186,190
B0041.5,B0041.5,0,0
B0041.6,ptps-1,6,0
B0041.2,ain-2,40,31
B0041.10,B0041.10,0,0
B0041.11,B0041.11,11,15
B0041.1,B0041.1,8,5
B0041.7,xnp-1,82,83
T04D1.3,unc-57,54,47
T04D1.2,T04D1.2,1,0
T04D1.4,chd-7,29,18
W09C3.4,W09C3.4,25,33
W09C3.3,W09C3.3,2,0
W09C3.6,gsp-3,68,56
W09C3.7,W09C3.7,10,13
W09C3.8,W09C3.8,4,12
W09C3.1,W09C3.1,7,15
C10H11.7,C10H11.7,0,0
C10H11.6,ugt-26,0,0
C10H11.5,ugt-27,1,0
C10H11.4,ugt-28,11,1
C10H11.3,ugt-25,0,1
C10H11.8,C10H11.8,0,0
C10H11.9,let-502,42,42
C10H11.12,C10H11.12,0,0
C10H11.1,viln-1,26,40
C10H11.13,C10H11.13,0,0
C10H11.10,kca-1,67,62
M04F3.3,M04F3.3,12,16
M04F3.2,M04F3.2,0,0
M04F3.4,M04F3.4,18,23
M04F3.5,M04F3.5,22,32
F54D7.4,zig-7,16,21
F54D7.3,gnrr-1,0,0
F54D7.2,F54D7.2,0,0
F57C9.6,F57C9.6,1,1
F57C9.7,F57C9.7,2,0
F57C9.5,htp-3,23,30
F57C9.4,F57C9.4,1,0
F57C9.3,F57C9.3,0,0
F57C9.2,clec-90,0,0
F57C9.1,F57C9.1,0,0
C01F4.2,rga-6,0,0
F25F8.1,F25F8.1,1,0
F21F3.1,pgal-1,40,45
F21F3.7,F21F3.7,0,0
F28B3.8,imb-1,0,0
F28B3.5,F28B3.5,0,0
F28B3.9,acl-11,0,0
F28B3.4,F28B3.4,0,0
F28B3.1,F28B3.1,0,0
F28B3.7,him-1,60,68
W03G9.8,W03G9.8,43,46
W03G9.3,W03G9.3,8,11
W03G9.9,W03G9.9,0,0
W03G9.1,snf-1,19,17
W03G9.10,W03G9.10,0,0
F54C1.5,dyf-1,0,0
F54C1.3,mes-3,1,0
F54C1.2,dom-3,17,23
F54C1.8,F54C1.8,7,16
F54C1.6,F54C1.6,0,0
F54C1.7,pat-10,1002,1114
C46H11.6,C46H11.6,7,5
C46H11.4,lfe-2,0,0
C46H11.8,phat-1,0,0
C46H11.12,C46H11.12,0,0
C46H11.2,C46H11.2,4,2
C46H11.11,fhod-1,2,5
C30F8.4,kin-32,5,6
Y110A7A.15,Y110A7A.15,0,0
Y110A7A.16,elpc-1,55,44
Y110A7A.9,Y110A7A.9,0,0
Y110A7A.17,mat-1,120,156
Y110A7A.3,unc-63,0,0
Y110A7A.1,hcp-6,20,19
F56A3.1,fncm-1,0,0
C32E12.2,pde-5,0,0
C32E12.3,osr-1,0,0
C32E12.5,sem-2,0,0
C32E12.4,C32E12.4,0,2
C32E12.1,C32E12.1,23,37
B0261.4,mrpl-47,49,33
B0261.2,let-363,0,1
B0261.1,B0261.1,25,18
C01G8.2,cln-3.2,0,0
C01G8.3,dhs-1,43,32
C01G8.5,erm-1,0,0
C01G8.6,hpo-32,14,25
C01G8.9,let-526,23,26
