gene_name,public_name,N2_specific_read_count, CB4856_specific_read_count
Y65B4A.4,Y65B4A.4,3,0
Y65B4A.6,Y65B4A.6,83,75
Y65B4A.3,vps-20,96,96
Y65B4A.2,Y65B4A.2,0,1
Y65B4A.7,Y65B4A.7,10,16
Y65B4A.1,Y65B4A.1,19,28
Y65B4A.8,Y65B4A.8,44,37
Y65B4A.9,Y65B4A.9,9,4
Y18H1A.14,Y18H1A.14,0,0
Y18H1A.11,Y18H1A.11,7,6
Y18H1A.10,Y18H1A.10,21,29
Y18H1A.1,Y18H1A.1,22,4
Y18H1A.4,Y18H1A.4,0,0
Y18H1A.2,Y18H1A.2,22,32
Y18H1A.3,Y18H1A.3,25,20
Y18H1A.7,Y18H1A.7,1,4
Y18H1A.6,pif-1,2,5
Y18H1A.15,Y18H1A.15,2,2
Y18H1A.13,col-46,0,0
Y18H1A.12,col-47,0,0
Y18H1A.9,Y18H1A.9,0,1
Y18H1A.8,Y18H1A.8,38,27
T06A4.2,mps-3,0,0
T06A4.3,T06A4.3,0,0
T06A4.1,T06A4.1,1,0
T06A4.4,T06A4.4,0,0
T06A4.7,T06A4.7,0,0
Y73A3A.1,Y73A3A.1,0,0
ZC123.3,zfh-2,8,6
ZC123.10,ZC123.10,0,0
ZC123.5,ZC123.5,0,0
ZC123.1,ZC123.1,0,0
ZC123.4,ZC123.4,6,3
Y95B8A.8,Y95B8A.8,14,10
Y95B8A.10,pde-6,18,29
Y95B8A.6,Y95B8A.6,0,1
Y95B8A.11,him-19,6,7
Y95B8A.5,gpa-16,41,35
Y95B8A.4,Y95B8A.4,9,13
Y95B8A.12,Y95B8A.12,0,0
Y95B8A.2,Y95B8A.2,0,0
Y95B8A.1,nas-30,0,0
Y34D9B.1,mig-1,6,2
F54A5.2,cutl-20,6,1
F54A5.3,shc-1,11,1
F54A5.4,F54A5.4,0,0
F54A5.1,hmbx-1,4,1
C54G6.7,C54G6.7,0,0
C54G6.3,C54G6.3,0,0
C54G6.2,C54G6.2,0,0
C54G6.1,madf-6,14,10
Y34D9A.1,mrpl-38,46,58
Y34D9A.4,spd-1,60,42
Y34D9A.3,Y34D9A.3,44,52
Y34D9A.7,Y34D9A.7,11,13
Y34D9A.8,Y34D9A.8,4,1
Y34D9A.10,vps-4,85,70
Y34D9A.2,Y34D9A.2,4,1
R06A10.2,gsa-1,7,9
R06A10.3,R06A10.3,0,0
R06A10.1,R06A10.1,0,0
R06A10.5,R06A10.5,0,0
R06A10.4,R06A10.4,0,2
ZK993.2,ZK993.2,0,0
ZK993.1,ceh-45,0,0
Y48G8AL.9,Y48G8AL.9,21,18
Y48G8AL.10,Y48G8AL.10,28,53
Y48G8AL.14,aps-3,51,36
Y48G8AL.8,rpl-17,1326,1374
Y48G8AL.7,Y48G8AL.7,0,1
Y48G8AL.11,haf-6,24,29
Y48G8AL.6,smg-2,132,221
Y48G8AL.5,Y48G8AL.5,68,54
Y48G8AL.1,herc-1,148,187
Y48G8AL.16,Y48G8AL.16,0,0
Y48G8AL.13,Y48G8AL.13,22,23
Y48G8AL.15,Y48G8AL.15,9,5
Y48G8AR.1,grh-1,0,2
Y48G8AR.7,Y48G8AR.7,0,0
Y48G8AR.4,Y48G8AR.4,0,0
Y48G8AR.2,Y48G8AR.2,0,0
Y48G8AR.3,Y48G8AR.3,0,0
K12C11.4,dapk-1,2,2
K12C11.3,K12C11.3,0,0
K12C11.6,K12C11.6,5,7
Y92H12BL.1,Y92H12BL.1,8,4
Y92H12BL.5,Y92H12BL.5,0,0
Y92H12BL.4,Y92H12BL.4,0,0
Y92H12BL.2,Y92H12BL.2,0,0
Y92H12BM.1,Y92H12BM.1,0,0
Y92H12BR.7,Y92H12BR.7,10,8
Y92H12BR.6,set-29,16,8
Y92H12BR.2,Y92H12BR.2,0,0
Y92H12BR.3,Y92H12BR.3,103,92
Y92H12BR.4,Y92H12BR.4,0,0
Y92H12BR.8,mrpl-15,41,38
F37F2.2,F37F2.2,36,50
F47G6.6,F47G6.6,0,0
F47G6.4,spe-15,127,128
F37F2.3,gst-25,0,0
F47G6.3,F47G6.3,47,34
F47G6.2,acs-16,0,0
F47G6.1,dyb-1,5,2
Y92H12A.5,Y92H12A.5,98,70
Y92H12A.4,Y92H12A.4,46,47
Y92H12A.3,Y92H12A.3,17,13
Y92H12A.2,Y92H12A.2,52,30
Y92H12A.1,src-1,8,10
Y73E7A.3,Y73E7A.3,14,8
Y73E7A.4,cpx-1,0,0
Y73E7A.5,Y73E7A.5,1,0
Y73E7A.2,Y73E7A.2,18,22
Y73E7A.6,Y73E7A.6,0,1
Y73E7A.9,adpr-1,26,19
Y73E7A.7,bre-4,0,1
Y73E7A.1,Y73E7A.1,0,0
Y73E7A.8,Y73E7A.8,0,0
Y71G12B.20,mab-20,5,8
Y71G12B.18,Y71G12B.18,0,0
Y71G12B.21,pqn-88,5,2
Y71G12B.33,Y71G12B.33,3,5
Y71G12B.22,Y71G12B.22,0,0
Y71G12B.17,Y71G12B.17,8,11
Y71G12B.23,Y71G12B.23,2,1
Y71G12B.35,Y71G12B.35,7,3
Y71G12B.16,drag-1,5,3
Y71G12B.31,Y71G12B.31,0,1
Y71G12B.15,ubc-3,1,0
Y71G12B.13,Y71G12B.13,0,0
Y71G12B.12,atg-5,26,28
Y71G12B.11,Y71G12B.11,29,23
Y71G12B.24,mppa-1,67,70
Y71G12B.10,Y71G12B.10,63,59
Y71G12B.9,lin-65,39,43
Y71G12B.8,Y71G12B.8,0,0
Y71G12B.26,Y71G12B.26,1,0
Y71G12B.7,Y71G12B.7,0,0
Y71G12B.6,Y71G12B.6,0,0
Y71G12B.27,Y71G12B.27,0,0
Y71G12B.5,Y71G12B.5,4,3
Y71G12B.38,Y71G12B.38,4,1
Y71G12B.4,pghm-1,9,12
Y71G12B.3,Y71G12B.3,20,13
Y71G12B.32,Y71G12B.32,0,0
Y71G12B.2,Y71G12B.2,2,0
Y71G12B.30,Y71G12B.30,0,0
Y71G12B.1,Y71G12B.1,65,70
Y71G12B.28,Y71G12B.28,0,0
M01D7.7,egl-30,3,0
M01D7.6,emr-1,195,136
M01D7.5,nlp-12,0,0
M01D7.4,tag-96,12,10
M01D7.9,M01D7.9,0,0
M01D7.1,M01D7.1,0,0
M01D7.2,scm-1,11,13
Y71G12A.3,tub-2,15,19
Y71G12A.4,Y71G12A.4,0,0
Y71G12A.2,Y71G12A.2,44,46
Y51F10.7,Y51F10.7,115,126
Y51F10.5,hex-4,61,50
Y51F10.4,Y51F10.4,47,50
Y51F10.10,Y51F10.10,53,34
Y51F10.11,Y51F10.11,0,1
Y51F10.3,Y51F10.3,48,68
Y51F10.12,Y51F10.12,2,1
Y51F10.2,Y51F10.2,126,99
Y20F4.3,gap-3,13,5
Y20F4.2,crtc-1,6,3
Y20F4.4,Y20F4.4,13,17
Y20F4.5,Y20F4.5,0,1
Y37E3.1,Y37E3.1,15,13
Y37E3.3,rpb-10,100,70
Y37E3.5,arl-13,1,2
Y37E3.8,Y37E3.8,3307,3142
Y37E3.10,Y37E3.10,184,205
Y37E3.11,Y37E3.11,87,79
Y37E3.29,Y37E3.29,0,0
Y37E3.13,Y37E3.13,3,4
Y37E3.15,npp-13,89,54
Y37E3.19,Y37E3.19,3,3
Y37E3.16,fpn-1.1,12,27
Y37E3.17,Y37E3.17,2,1
Y37E3.23,Y37E3.23,2,0
W03F11.6,afd-1,34,34
W03F11.5,W03F11.5,0,0
W03F11.2,gcy-17,0,0
W03F11.3,dct-9,11,10
W03F11.4,W03F11.4,14,24
F12B6.3,lgc-51,0,0
F12B6.2,F12B6.2,7,9
F12B6.1,abt-2,11,13
Y39G10AL.1,Y39G10AL.1,3,3
Y39G10AL.3,cdk-7,43,42
Y39G10AR.11,Y39G10AR.11,25,14
Y39G10AR.12,tpxl-1,143,163
Y39G10AR.10,epg-2,20,14
Y39G10AR.13,icp-1,27,36
Y39G10AR.9,Y39G10AR.9,0,0
Y39G10AR.21,Y39G10AR.21,26,24
Y39G10AR.20,Y39G10AR.20,48,51
Y39G10AR.8,Y39G10AR.8,100,72
Y39G10AR.30,Y39G10AR.30,6,3
Y39G10AR.7,Y39G10AR.7,22,23
Y39G10AR.14,mcm-4,140,228
Y39G10AR.15,Y39G10AR.15,8,10
Y39G10AR.22,srbc-64,0,0
Y39G10AR.16,Y39G10AR.16,129,15
Y39G10AR.6,ugt-31,20,7
Y39G10AR.5,zeel-1,0,0
Y39G10AR.25,peel-1,2,0
Y39G10AR.3,nekl-1,1,1
Y39G10AR.31,Y39G10AR.31,0,0
Y39G10AR.27,Y39G10AR.27,0,0
Y39G10AR.17,sydn-1,1,5
Y39G10AR.18,Y39G10AR.18,72,96
Y39G10AR.2,zwl-1,33,45
F23C8.13,F23C8.13,1,3
F23C8.5,F23C8.5,253,234
F23C8.6,F23C8.6,0,0
F23C8.7,F23C8.7,8,8
F23C8.8,F23C8.8,9,13
F23C8.9,F23C8.9,0,0
F23C8.4,ubxn-1,32,32
F23C8.3,F23C8.3,2,2
F23C8.1,F23C8.1,7,9
F23C8.11,F23C8.11,0,0
T16H5.1,inx-19,0,0
Y74C10AL.2,Y74C10AL.2,0,0
Y74C10AR.3,abtm-1,33,34
Y74C10AR.1,eif-3.I,110,90
Y23H5B.6,Y23H5B.6,122,95
Y23H5B.5,Y23H5B.5,92,88
Y23H5B.7,Y23H5B.7,0,0
Y23H5B.4,dmsr-2,1,1
Y23H5B.3,Y23H5B.3,4,0
Y23H5B.8,Y23H5B.8,0,0
Y23H5B.2,Y23H5B.2,9,28
Y23H5B.9,nspd-8,0,51
Y23H5B.1,Y23H5B.1,1,2
Y23H5B.12,Y23H5B.12,3,5
C55C2.4,C55C2.4,12,17
C55C2.3,C55C2.3,5,2
C55C2.2,ssp-19,152,444
C55C2.1,scrt-1,0,0
C55C2.5,aat-5,3,5
K07A3.1,fbp-1,11,0
K07A3.2,ptr-12,4,4
K07A3.3,K07A3.3,26,35
Y23H5A.5,ctn-1,8,7
Y23H5A.4,Y23H5A.4,21,27
Y23H5A.3,Y23H5A.3,23,34
Y23H5A.2,Y23H5A.2,9,9
Y23H5A.7,cars-1,262,276
Y23H5A.8,Y23H5A.8,0,0
F40E3.7,F40E3.7,0,0
F40E3.3,F40E3.3,0,0
F40E3.2,mage-1,0,0
F40E3.5,F40E3.5,10,8
F40E3.6,F40E3.6,0,0
F32B5.6,F32B5.6,17,23
F32B5.7,F32B5.7,3,3
F32B5.8,cpz-1,3,8
F32B5.3,F32B5.3,8,12
F32B5.2,F32B5.2,0,0
F32B5.1,F32B5.1,76,141
Y71F9B.5,lin-17,0,4
Y71F9B.16,dnj-30,47,29
Y71F9B.6,Y71F9B.6,6,11
Y71F9B.4,snr-7,4,1
Y71F9B.3,yop-1,222,213
Y71F9B.2,Y71F9B.2,25,32
Y71F9B.8,lron-11,4,6
Y71F9B.7,plk-2,436,488
Y71F9B.9,Y71F9B.9,9,5
Y71F9B.10,sop-3,142,148
Y71F9B.13,Y71F9B.13,0,20
Y71F9B.14,Y71F9B.14,6,4
W03D8.9,W03D8.9,282,253
W03D8.10,W03D8.10,124,14
W03D8.1,W03D8.1,6,3
W03D8.8,W03D8.8,1,0
W03D8.7,W03D8.7,2,3
W03D8.2,W03D8.2,40,47
W03D8.12,W03D8.12,1,0
W03D8.6,itx-1,54,64
W03D8.5,W03D8.5,20,23
W03D8.11,W03D8.11,0,0
W03D8.3,W03D8.3,3,1
W10C8.2,pop-1,22,23
W10C8.1,ccb-2,0,0
W10C8.4,W10C8.4,0,0
W10C8.5,W10C8.5,177,612
W10C8.6,W10C8.6,0,0
Y71F9AL.11,Y71F9AL.11,0,0
Y71F9AL.10,Y71F9AL.10,14,11
Y71F9AL.12,Y71F9AL.12,112,134
Y71F9AL.9,Y71F9AL.9,1,0
Y71F9AL.8,Y71F9AL.8,7,9
Y71F9AL.14,dnc-5,23,19
Y71F9AL.16,arx-1,49,36
Y71F9AL.6,Y71F9AL.6,0,0
Y71F9AL.17,Y71F9AL.17,312,322
Y71F9AL.5,gst-43,0,0
Y71F9AL.4,Y71F9AL.4,10,30
Y71F9AL.18,pme-1,131,143
Y71F9AL.2,Y71F9AL.2,2,8
Y71F9AL.1,Y71F9AL.1,1,1
Y71F9AM.6,trap-1,304,277
Y71F9AM.5,nxt-1,1,4
Y71F9AM.4,cogc-3,51,46
Y71F9AM.8,Y71F9AM.8,0,0
Y71F9AR.1,bam-2,25,23
Y71F9AR.4,Y71F9AR.4,12,13
Y71F9AR.2,Y71F9AR.2,0,0
Y71F9AR.3,Y71F9AR.3,17,13
Y54E10BL.4,dnj-28,50,63
Y54E10BL.5,nduf-5,11,14
Y54E10BL.3,Y54E10BL.3,0,0
Y54E10BL.6,mek-2,38,41
Y54E10BL.8,Y54E10BL.8,0,0
Y54E10BL.2,col-48,1,2
Y54E10BL.1,Y54E10BL.1,0,0
Y54E10BR.4,Y54E10BR.4,108,95
Y54E10BR.3,Y54E10BR.3,0,0
Y54E10BR.5,Y54E10BR.5,0,0
Y54E10BR.6,rpb-7,176,153
Y54E10BR.7,mod-5,14,10
Y54E10BR.8,ztf-23,35,44
Y54E10BR.1,Y54E10BR.1,0,0
M01B12.4,M01B12.4,189,190
M01B12.5,riok-1,36,23
C45E1.7,C45E1.7,0,0
C45E1.1,nhr-64,4,3
C45E1.5,C45E1.5,1,0
C45E1.4,C45E1.4,1,0
K09H9.3,col-49,0,1
K09H9.8,K09H9.8,0,0
K09H9.5,K09H9.5,6,3
K09H9.6,lpd-6,14,25
K09H9.2,K09H9.2,0,0
K09H9.7,K09H9.7,13,5
K09H9.1,K09H9.1,0,0
Y54E10A.9,vbh-1,481,440
Y54E10A.7,mrpl-17,1,0
Y54E10A.6,Y54E10A.6,39,58
Y54E10A.5,dnc-6,0,0
Y54E10A.10,Y54E10A.10,45,45
Y54E10A.11,Y54E10A.11,114,135
Y54E10A.12,Y54E10A.12,60,50
Y54E10A.13,Y54E10A.13,0,0
Y54E10A.17,Y54E10A.17,19,26
Y54E10A.4,fog-1,11,7
Y54E10A.14,rom-5,13,21
Y54E10A.15,cdt-1,19,13
Y54E10A.3,Y54E10A.3,8,5
Y54E10A.2,cogc-1,19,23
Y54E10A.16,mab-31,24,20
Y44E3B.2,tyr-5,3,1
Y44E3B.1,zip-4,1,0
W01B11.3,nol-5,435,405
W01B11.5,pqn-72,1,1
W01B11.2,sulp-6,16,10
W01B11.6,W01B11.6,1,1
W01B11.1,W01B11.1,3,5
Y44E3A.2,ace-2,0,0
Y44E3A.4,Y44E3A.4,0,0
Y44E3A.1,Y44E3A.1,0,0
Y44E3A.6,Y44E3A.6,48,52
W05F2.7,W05F2.7,3,5
W05F2.2,W05F2.2,1,2
W05F2.3,W05F2.3,0,0
W05F2.6,W05F2.6,80,71
W05F2.5,fbxa-203,16,13
W05F2.4,W05F2.4,4,3
K03E5.3,cdk-2,20,16
K03E5.2,K03E5.2,0,0
K03E5.1,K03E5.1,0,0
Y47G6A.12,sep-1,112,99
Y47G6A.28,tag-63,108,109
Y47G6A.13,Y47G6A.13,16,14
Y47G6A.11,msh-6,149,164
Y47G6A.14,Y47G6A.14,8,1
Y47G6A.10,spg-7,32,33
Y47G6A.15,Y47G6A.15,4,1
Y47G6A.9,Y47G6A.9,0,0
Y47G6A.8,crn-1,0,0
Y47G6A.17,Y47G6A.17,0,0
Y47G6A.7,Y47G6A.7,0,0
Y47G6A.18,Y47G6A.18,28,28
Y47G6A.6,pcaf-1,11,20
Y47G6A.19,Y47G6A.19,17,7
Y47G6A.30,Y47G6A.30,1,0
Y47G6A.5,Y47G6A.5,3,0
Y47G6A.20,rnp-6,63,74
Y47G6A.4,Y47G6A.4,11,11
Y47G6A.21,Y47G6A.21,6,5
Y47G6A.34,Y47G6A.34,0,0
Y47G6A.27,Y47G6A.27,4,1
Y47G6A.22,Y47G6A.22,40,35
Y47G6A.23,lpd-3,82,75
Y47G6A.29,Y47G6A.29,71,45
Y47G6A.3,Y47G6A.3,18,13
Y47G6A.31,Y47G6A.31,1,4
Y47G6A.25,Y47G6A.25,46,41
Y47G6A.2,inx-22,39,30
Y47G6A.1,inx-21,25,29
Y47G6A.32,Y47G6A.32,0,0
T28F2.3,cah-6,3,0
T28F2.4,jmjc-1,2,1
T28F2.1,T28F2.1,2,0
T28F2.5,ccb-1,8,2
T28F2.6,col-50,0,0
T28F2.8,col-51,0,0
T28F2.7,T28F2.7,5,3
D1037.2,smp-2,0,1
D1037.4,rab-8,0,0
D1037.1,D1037.1,8,9
D1037.5,D1037.5,0,0
H26D21.2,msh-2,30,30
F21A9.1,F21A9.1,0,0
T12F5.4,lin-59,14,22
T12F5.3,glh-4,10,31
T12F5.5,larp-5,0,0
Y8G1A.1,math-46,0,0
Y8G1A.3,Y8G1A.3,0,0
Y8G1A.2,inx-13,18,20
ZK770.3,inx-12,0,0
ZK770.1,asic-1,0,0
C32E8.8,ptr-2,0,0
C32E8.9,C32E8.9,0,0
C32E8.10,unc-11,58,40
C32E8.11,ubr-1,25,7
F53F10.5,npp-11,0,1
F53F10.7,F53F10.7,0,0
F53F10.4,unc-108,300,230
F53F10.8,F53F10.8,18,14
F53F10.2,F53F10.2,188,166
F53F10.1,F53F10.1,0,0
T03F1.5,gsp-4,149,148
T03F1.6,T03F1.6,2,2
T03F1.7,T03F1.7,0,0
T03F1.8,guk-1,0,0
T03F1.9,hcp-4,43,46
T03F1.2,coq-4,10,15
C50F2.3,C50F2.3,25,28
C50F2.2,C50F2.2,0,0
C50F2.4,C50F2.4,0,0
C50F2.1,C50F2.1,0,0
C50F2.8,C50F2.8,0,0
T20F5.6,T20F5.6,5,5
T21E3.2,T21E3.2,6,6
T21E3.1,egg-4,33,238
T21E3.3,lrp-2,10,7
F47B3.3,F47B3.3,0,0
F47B3.6,F47B3.6,0,0
F28H1.3,aars-2,50,67
F55C7.7,unc-73,12,6
C09D1.1,unc-89,38,56
C24G7.4,C24G7.4,2,2
C24G7.2,acd-1,2,1
C24G7.1,C24G7.1,0,0
H31G24.4,cyb-2.2,400,232
H31G24.3,H31G24.3,17,21
E01A2.3,lin-44,0,0
E01A2.4,E01A2.4,84,74
E01A2.2,E01A2.2,99,78
E01A2.5,E01A2.5,0,0
E01A2.6,E01A2.6,56,77
E01A2.1,E01A2.1,1,0
E01A2.7,E01A2.7,0,0
E01A2.10,E01A2.10,12,20
R12E2.8,R12E2.8,0,0
R12E2.9,inx-15,25,32
R12E2.5,inx-16,7,4
R12E2.4,inx-17,10,2
R12E2.10,egg-5,116,160
R12E2.11,R12E2.11,1,2
R12E2.12,mrps-6,15,9
R12E2.3,rpn-8,0,0
R12E2.2,R12E2.2,166,155
R12E2.1,R12E2.1,22,26
C18E3.7,ppw-1,216,115
C18E3.6,cas-2,0,0
C18E3.5,C18E3.5,19,15
C18E3.4,C18E3.4,0,1
C18E3.3,C18E3.3,12,9
C18E3.8,hop-1,84,67
C18E3.2,swsn-2.2,28,29
C18E3.10,C18E3.10,0,0
C18E3.1,C18E3.1,0,0
C18E3.9,C18E3.9,70,66
C43E11.6,nab-1,16,6
C43E11.5,C43E11.5,40,26
C43E11.7,ndx-7,17,19
C43E11.8,exoc-7,15,4
C43E11.4,tufm-2,23,27
C43E11.11,cogc-5,17,23
C43E11.3,met-1,52,40
C43E11.2,mus-81,50,44
C43E11.10,cdc-6,59,50
C43E11.1,acin-1,45,38
Y47D9A.3,Y47D9A.3,2,0
Y47D9A.2,scpl-3,0,0
Y47D9A.1,Y47D9A.1,38,26
ZK973.6,anc-1,6,5
ZK973.3,pdp-1,0,0
ZK973.9,ZK973.9,0,0
ZK973.10,lpd-5,0,0
ZK973.2,cec-10,42,29
ZK973.1,ZK973.1,128,160
T21E12.4,dhc-1,106,109
T21E12.3,T21E12.3,0,0
T21E12.2,T21E12.2,0,0
C11D9.1,cgef-2,0,0
C41D11.3,C41D11.3,23,18
C41D11.4,C41D11.4,0,0
C41D11.2,eif-3.H,70,55
C41D11.8,cps-6,27,43
C41D11.9,C41D11.9,52,73
C41D11.5,C41D11.5,39,46
C41D11.7,eri-7,21,9
C41D11.1,eri-6,21,29
C41D11.6,C41D11.6,2,1
T01A4.1,gcy-28,118,109
Y119C1B.4,mrpl-19,31,50
Y119C1B.5,Y119C1B.5,0,0
Y119C1B.6,Y119C1B.6,2,2
Y119C1B.12,Y119C1B.12,0,0
Y119C1B.8,bet-1,89,104
Y119C1B.9,Y119C1B.9,8,5
Y119C1B.3,Y119C1B.3,0,0
Y119C1B.10,Y119C1B.10,1,6
D1007.15,D1007.15,16,11
D1007.14,pqn-24,8,4
D1007.13,D1007.13,0,0
D1007.1,ceh-17,0,0
D1007.2,col-52,0,0
D1007.3,D1007.3,0,1
D1007.18,D1007.18,0,0
D1007.5,D1007.5,22,26
D1007.10,D1007.10,12,14
D1007.9,D1007.9,0,0
D1007.7,nrd-1,49,70
C44E4.5,C44E4.5,0,0
C44E4.8,C44E4.8,9,2
C44E4.1,C44E4.1,10,14
C44E4.7,C44E4.7,23,28
C44E4.2,C44E4.2,0,0
C44E4.4,C44E4.4,0,1
C44E4.6,acbp-1,0,0
C44E4.3,got-2.1,47,68
Y119C1A.1,Y119C1A.1,95,98
B0041.3,B0041.3,0,0
B0041.4,rpl-4,1786,1682
B0041.8,B0041.8,189,194
B0041.5,B0041.5,0,0
B0041.6,ptps-1,6,3
B0041.2,ain-2,43,29
B0041.10,B0041.10,0,0
B0041.11,B0041.11,15,14
B0041.1,B0041.1,9,6
B0041.7,xnp-1,100,100
T04D1.3,unc-57,44,49
T04D1.2,T04D1.2,0,1
T04D1.4,chd-7,24,25
W09C3.4,W09C3.4,22,40
W09C3.3,W09C3.3,0,2
W09C3.6,gsp-3,58,65
W09C3.7,W09C3.7,8,6
W09C3.8,W09C3.8,7,6
W09C3.1,W09C3.1,7,20
C10H11.7,C10H11.7,0,0
C10H11.6,ugt-26,0,0
C10H11.5,ugt-27,0,0
C10H11.4,ugt-28,8,1
C10H11.3,ugt-25,0,1
C10H11.8,C10H11.8,0,0
C10H11.9,let-502,40,52
C10H11.12,C10H11.12,0,0
C10H11.1,viln-1,33,24
C10H11.13,C10H11.13,0,0
C10H11.10,kca-1,70,78
M04F3.3,M04F3.3,23,15
M04F3.2,M04F3.2,1,0
M04F3.4,M04F3.4,20,17
M04F3.5,M04F3.5,24,24
F54D7.4,zig-7,25,16
F54D7.3,gnrr-1,0,0
F54D7.2,F54D7.2,0,0
F57C9.6,F57C9.6,1,0
F57C9.7,F57C9.7,1,3
F57C9.5,htp-3,34,26
F57C9.4,F57C9.4,0,0
F57C9.3,F57C9.3,0,0
F57C9.2,clec-90,0,0
F57C9.1,F57C9.1,0,0
C01F4.2,rga-6,0,0
F25F8.1,F25F8.1,2,3
F21F3.1,pgal-1,35,42
F21F3.7,F21F3.7,0,0
F28B3.8,imb-1,0,0
F28B3.5,F28B3.5,0,1
F28B3.9,acl-11,0,0
F28B3.4,F28B3.4,0,0
F28B3.1,F28B3.1,0,0
F28B3.7,him-1,61,77
W03G9.8,W03G9.8,26,36
W03G9.3,W03G9.3,12,8
W03G9.9,W03G9.9,0,0
W03G9.1,snf-1,15,17
W03G9.10,W03G9.10,0,0
F54C1.5,dyf-1,0,0
F54C1.3,mes-3,2,0
F54C1.2,dom-3,26,16
F54C1.8,F54C1.8,6,9
F54C1.6,F54C1.6,0,0
F54C1.7,pat-10,1080,1115
C46H11.6,C46H11.6,8,10
C46H11.4,lfe-2,0,0
C46H11.8,phat-1,0,0
C46H11.12,C46H11.12,0,0
C46H11.2,C46H11.2,7,4
C46H11.11,fhod-1,8,2
C30F8.4,kin-32,1,2
Y110A7A.15,Y110A7A.15,0,0
Y110A7A.16,elpc-1,57,70
Y110A7A.9,Y110A7A.9,0,0
Y110A7A.17,mat-1,130,132
Y110A7A.3,unc-63,0,0
Y110A7A.1,hcp-6,21,19
F56A3.1,fncm-1,0,0
C32E12.2,pde-5,0,0
C32E12.3,osr-1,2,0
C32E12.5,sem-2,0,0
C32E12.4,C32E12.4,1,0
C32E12.1,C32E12.1,31,35
B0261.4,mrpl-47,51,47
B0261.2,let-363,1,1
B0261.1,B0261.1,21,23
C01G8.2,cln-3.2,0,0
C01G8.3,dhs-1,38,39
C01G8.5,erm-1,0,0
C01G8.6,hpo-32,22,21
C01G8.9,let-526,31,26
