gene_name,public_name,N2_specific_read_count, CB4856_specific_read_count
Y74C9A.3,Y74C9A.3,12,10
Y74C9A.2,nlp-40,51,52
Y74C9A.4,Y74C9A.4,21,29
Y74C9A.5,sesn-1,1,0
Y74C9A.1,Y74C9A.1,0,0
Y48G1C.12,Y48G1C.12,3,5
Y48G1C.4,pgs-1,27,27
Y48G1C.5,Y48G1C.5,3,4
Y48G1C.2,csk-1,34,39
Y48G1C.10,Y48G1C.10,5,7
Y48G1C.6,Y48G1C.6,3,3
Y48G1C.11,Y48G1C.11,9,11
Y48G1C.9,Y48G1C.9,1,0
Y48G1C.1,Y48G1C.1,1,1
Y48G1C.7,Y48G1C.7,0,0
Y48G1C.8,Y48G1C.8,18,26
F53G12.1,rab-11.1,292,255
F53G12.8,F53G12.8,0,0
F53G12.7,col-45,0,0
F53G12.6,spe-8,7,8
F53G12.5,mex-3,249,276
F53G12.4,F53G12.4,1,0
F53G12.3,duox-2,0,0
F56C11.1,bli-3,5,3
F56C11.2,ptr-11,2,5
F56C11.6,F56C11.6,3,3
F56C11.5,F56C11.5,13,4
F56C11.4,F56C11.4,2,4
K10E9.1,K10E9.1,9,12
Y48G1BL.2,atm-1,3,2
Y48G1BL.7,Y48G1BL.7,0,0
Y48G1BL.1,Y48G1BL.1,3,7
Y48G1BL.5,Y48G1BL.5,0,0
Y48G1BM.6,Y48G1BM.6,2,3
Y48G1BM.7,Y48G1BM.7,0,0
Y48G1BM.8,Y48G1BM.8,0,0
Y48G1BM.1,Y48G1BM.1,4,4
Y48G1BM.9,Y48G1BM.9,0,1
Y48G1BR.1,Y48G1BR.1,7,6
C53D5.3,C53D5.3,1,0
C53D5.2,C53D5.2,1,0
C53D5.4,ztf-3,0,0
C53D5.1,C53D5.1,10,9
C53D5.5,C53D5.5,10,10
Y48G1A.5,xpo-2,0,0
Y48G1A.4,Y48G1A.4,15,20
Y48G1A.3,daf-25,7,11
Y48G1A.6,mbtr-1,8,7
Y48G1A.2,Y48G1A.2,29,28
Y48G1A.1,Y48G1A.1,10,6
R119.1,R119.1,9,22
R119.7,rnp-8,88,69
R119.2,R119.2,17,15
R119.3,R119.3,24,16
R119.4,pqn-59,178,196
R119.6,taf-4,0,0
R119.5,R119.5,11,9
Y50C1A.1,Y50C1A.1,21,24
Y50C1A.2,Y50C1A.2,0,0
C07F11.2,C07F11.2,0,1
C07F11.1,tol-1,9,6
W04C9.4,W04C9.4,20,18
W04C9.5,W04C9.5,0,0
W04C9.3,cutl-13,0,0
W04C9.6,W04C9.6,1,0
W04C9.2,W04C9.2,0,0
W04C9.1,haf-4,1,1
Y65B4BL.3,Y65B4BL.3,6,4
Y65B4BL.4,Y65B4BL.4,0,0
Y65B4BL.2,deps-1,91,108
Y65B4BL.7,Y65B4BL.7,0,0
Y65B4BL.5,acs-13,163,190
Y65B4BL.6,Y65B4BL.6,0,0
Y65B4BL.1,Y65B4BL.1,1,1
Y65B4BR.8,Y65B4BR.8,12,15
Y65B4BR.5,Y65B4BR.5,280,277
Y65B4BR.4,wwp-1,71,51
Y65B4BR.3,ptr-21,21,37
Y65B4BR.2,lpr-1,0,0
Y65B4BR.1,Y65B4BR.1,0,0
Y65B4BR.9,ceh-9,0,0
Y65B4BR.6,grl-16,0,0
F56A6.2,hum-7,5,2
F56A6.4,F56A6.4,44,40
F56A6.1,sago-2,3,22
Y65B4A.4,Y65B4A.4,0,1
Y65B4A.6,Y65B4A.6,46,47
Y65B4A.3,vps-20,56,50
Y65B4A.2,Y65B4A.2,0,1
Y65B4A.7,Y65B4A.7,3,7
Y65B4A.1,Y65B4A.1,20,20
Y65B4A.8,Y65B4A.8,24,29
Y65B4A.9,Y65B4A.9,9,2
Y18H1A.14,Y18H1A.14,0,0
Y18H1A.11,Y18H1A.11,2,6
Y18H1A.10,Y18H1A.10,11,12
Y18H1A.1,Y18H1A.1,11,7
Y18H1A.4,Y18H1A.4,0,0
Y18H1A.2,Y18H1A.2,16,17
Y18H1A.3,Y18H1A.3,17,6
Y18H1A.7,Y18H1A.7,0,0
Y18H1A.6,pif-1,1,2
Y18H1A.15,Y18H1A.15,3,1
Y18H1A.13,col-46,0,0
Y18H1A.12,col-47,0,0
Y18H1A.9,Y18H1A.9,0,0
Y18H1A.8,Y18H1A.8,18,20
T06A4.2,mps-3,0,0
T06A4.3,T06A4.3,0,0
T06A4.1,T06A4.1,0,0
T06A4.4,T06A4.4,0,0
T06A4.7,T06A4.7,0,0
Y73A3A.1,Y73A3A.1,0,0
ZC123.3,zfh-2,2,1
ZC123.10,ZC123.10,0,0
ZC123.5,ZC123.5,0,0
ZC123.1,ZC123.1,1,1
ZC123.4,ZC123.4,1,5
Y95B8A.8,Y95B8A.8,13,10
Y95B8A.10,pde-6,18,14
Y95B8A.6,Y95B8A.6,0,5
Y95B8A.11,him-19,3,2
Y95B8A.5,gpa-16,25,13
Y95B8A.4,Y95B8A.4,3,4
Y95B8A.12,Y95B8A.12,0,0
Y95B8A.2,Y95B8A.2,0,0
Y95B8A.1,nas-30,0,0
Y34D9B.1,mig-1,6,3
F54A5.2,cutl-20,2,0
F54A5.3,shc-1,3,0
F54A5.4,F54A5.4,0,0
F54A5.1,hmbx-1,2,3
C54G6.7,C54G6.7,0,0
C54G6.3,C54G6.3,0,0
C54G6.2,C54G6.2,2,0
C54G6.1,madf-6,6,5
Y34D9A.1,mrpl-38,19,24
Y34D9A.4,spd-1,43,21
Y34D9A.3,Y34D9A.3,32,23
Y34D9A.7,Y34D9A.7,6,10
Y34D9A.8,Y34D9A.8,2,1
Y34D9A.10,vps-4,28,45
Y34D9A.2,Y34D9A.2,0,0
R06A10.2,gsa-1,3,6
R06A10.3,R06A10.3,0,0
R06A10.1,R06A10.1,0,0
R06A10.5,R06A10.5,0,0
R06A10.4,R06A10.4,0,3
ZK993.2,ZK993.2,0,1
ZK993.1,ceh-45,0,0
Y48G8AL.9,Y48G8AL.9,7,10
Y48G8AL.10,Y48G8AL.10,18,24
Y48G8AL.14,aps-3,23,20
Y48G8AL.8,rpl-17,774,826
Y48G8AL.7,Y48G8AL.7,0,0
Y48G8AL.11,haf-6,15,13
Y48G8AL.6,smg-2,64,106
Y48G8AL.5,Y48G8AL.5,29,28
Y48G8AL.1,herc-1,65,72
Y48G8AL.16,Y48G8AL.16,0,0
Y48G8AL.13,Y48G8AL.13,18,20
Y48G8AL.15,Y48G8AL.15,3,6
Y48G8AR.1,grh-1,0,0
Y48G8AR.7,Y48G8AR.7,0,0
Y48G8AR.4,Y48G8AR.4,0,0
Y48G8AR.2,Y48G8AR.2,0,0
Y48G8AR.3,Y48G8AR.3,0,0
K12C11.4,dapk-1,1,2
K12C11.3,K12C11.3,0,0
K12C11.6,K12C11.6,1,3
Y92H12BL.1,Y92H12BL.1,5,5
Y92H12BL.5,Y92H12BL.5,2,1
Y92H12BL.4,Y92H12BL.4,0,0
Y92H12BL.2,Y92H12BL.2,0,0
Y92H12BM.1,Y92H12BM.1,0,0
Y92H12BR.7,Y92H12BR.7,4,5
Y92H12BR.6,set-29,6,3
Y92H12BR.2,Y92H12BR.2,0,1
Y92H12BR.3,Y92H12BR.3,69,39
Y92H12BR.4,Y92H12BR.4,0,0
Y92H12BR.8,mrpl-15,18,22
F37F2.2,F37F2.2,24,24
F47G6.6,F47G6.6,0,0
F47G6.4,spe-15,69,66
F37F2.3,gst-25,0,0
F47G6.3,F47G6.3,27,36
F47G6.2,acs-16,0,1
F47G6.1,dyb-1,4,0
Y92H12A.5,Y92H12A.5,44,30
Y92H12A.4,Y92H12A.4,36,29
Y92H12A.3,Y92H12A.3,9,15
Y92H12A.2,Y92H12A.2,29,23
Y92H12A.1,src-1,6,10
Y73E7A.3,Y73E7A.3,10,8
Y73E7A.4,cpx-1,0,0
Y73E7A.5,Y73E7A.5,0,0
Y73E7A.2,Y73E7A.2,13,10
Y73E7A.6,Y73E7A.6,1,0
Y73E7A.9,adpr-1,18,16
Y73E7A.7,bre-4,1,1
Y73E7A.1,Y73E7A.1,0,0
Y73E7A.8,Y73E7A.8,0,1
Y71G12B.20,mab-20,5,3
Y71G12B.18,Y71G12B.18,0,0
Y71G12B.21,pqn-88,0,2
Y71G12B.33,Y71G12B.33,4,4
Y71G12B.22,Y71G12B.22,0,0
Y71G12B.17,Y71G12B.17,12,9
Y71G12B.23,Y71G12B.23,1,0
Y71G12B.35,Y71G12B.35,3,3
Y71G12B.16,drag-1,0,0
Y71G12B.31,Y71G12B.31,0,1
Y71G12B.15,ubc-3,0,2
Y71G12B.13,Y71G12B.13,0,0
Y71G12B.12,atg-5,23,21
Y71G12B.11,Y71G12B.11,13,20
Y71G12B.24,mppa-1,39,49
Y71G12B.10,Y71G12B.10,28,45
Y71G12B.9,lin-65,28,13
Y71G12B.8,Y71G12B.8,0,1
Y71G12B.26,Y71G12B.26,0,0
Y71G12B.7,Y71G12B.7,0,0
Y71G12B.6,Y71G12B.6,0,0
Y71G12B.27,Y71G12B.27,0,0
Y71G12B.5,Y71G12B.5,3,5
Y71G12B.38,Y71G12B.38,1,0
Y71G12B.4,pghm-1,9,3
Y71G12B.3,Y71G12B.3,7,11
Y71G12B.32,Y71G12B.32,0,0
Y71G12B.2,Y71G12B.2,1,0
Y71G12B.30,Y71G12B.30,0,0
Y71G12B.1,Y71G12B.1,47,34
Y71G12B.28,Y71G12B.28,0,0
M01D7.7,egl-30,1,1
M01D7.6,emr-1,106,89
M01D7.5,nlp-12,0,1
M01D7.4,tag-96,5,8
M01D7.9,M01D7.9,1,0
M01D7.1,M01D7.1,0,0
M01D7.2,scm-1,4,8
Y71G12A.3,tub-2,15,13
Y71G12A.4,Y71G12A.4,0,0
Y71G12A.2,Y71G12A.2,24,24
Y51F10.7,Y51F10.7,73,66
Y51F10.5,hex-4,39,37
Y51F10.4,Y51F10.4,20,25
Y51F10.10,Y51F10.10,20,23
Y51F10.11,Y51F10.11,1,0
Y51F10.3,Y51F10.3,43,36
Y51F10.12,Y51F10.12,1,2
Y51F10.2,Y51F10.2,78,62
Y20F4.3,gap-3,7,9
Y20F4.2,crtc-1,4,5
Y20F4.4,Y20F4.4,9,8
Y20F4.5,Y20F4.5,0,0
Y37E3.1,Y37E3.1,11,13
Y37E3.3,rpb-10,49,50
Y37E3.5,arl-13,1,0
Y37E3.8,Y37E3.8,1997,1954
Y37E3.10,Y37E3.10,111,149
Y37E3.11,Y37E3.11,64,51
Y37E3.29,Y37E3.29,0,0
Y37E3.13,Y37E3.13,0,1
Y37E3.15,npp-13,48,61
Y37E3.19,Y37E3.19,2,2
Y37E3.16,fpn-1.1,15,9
Y37E3.17,Y37E3.17,0,0
Y37E3.23,Y37E3.23,0,2
W03F11.6,afd-1,21,12
W03F11.5,W03F11.5,0,0
W03F11.2,gcy-17,0,0
W03F11.3,dct-9,6,10
W03F11.4,W03F11.4,8,8
F12B6.3,lgc-51,0,0
F12B6.2,F12B6.2,5,8
F12B6.1,abt-2,11,8
Y39G10AL.1,Y39G10AL.1,2,1
Y39G10AL.3,cdk-7,18,24
Y39G10AR.11,Y39G10AR.11,20,14
Y39G10AR.12,tpxl-1,108,100
Y39G10AR.10,epg-2,15,12
Y39G10AR.13,icp-1,18,14
Y39G10AR.9,Y39G10AR.9,0,0
Y39G10AR.21,Y39G10AR.21,9,13
Y39G10AR.20,Y39G10AR.20,29,23
Y39G10AR.8,Y39G10AR.8,60,44
Y39G10AR.30,Y39G10AR.30,7,8
Y39G10AR.7,Y39G10AR.7,9,14
Y39G10AR.14,mcm-4,68,149
Y39G10AR.15,Y39G10AR.15,4,2
Y39G10AR.22,srbc-64,0,0
Y39G10AR.16,Y39G10AR.16,69,10
Y39G10AR.6,ugt-31,11,5
Y39G10AR.5,zeel-1,0,1
Y39G10AR.25,peel-1,0,0
Y39G10AR.3,nekl-1,0,3
Y39G10AR.31,Y39G10AR.31,0,0
Y39G10AR.27,Y39G10AR.27,0,0
Y39G10AR.17,sydn-1,8,3
Y39G10AR.18,Y39G10AR.18,48,43
Y39G10AR.2,zwl-1,24,28
F23C8.13,F23C8.13,1,3
F23C8.5,F23C8.5,144,137
F23C8.6,F23C8.6,0,0
F23C8.7,F23C8.7,4,4
F23C8.8,F23C8.8,10,7
F23C8.9,F23C8.9,0,0
F23C8.4,ubxn-1,26,13
F23C8.3,F23C8.3,6,1
F23C8.1,F23C8.1,6,0
F23C8.11,F23C8.11,0,0
T16H5.1,inx-19,0,0
Y74C10AL.2,Y74C10AL.2,0,0
Y74C10AR.3,abtm-1,24,10
Y74C10AR.1,eif-3.I,65,59
Y23H5B.6,Y23H5B.6,64,49
Y23H5B.5,Y23H5B.5,53,64
Y23H5B.7,Y23H5B.7,0,0
Y23H5B.4,dmsr-2,2,1
Y23H5B.3,Y23H5B.3,0,1
Y23H5B.8,Y23H5B.8,0,1
Y23H5B.2,Y23H5B.2,10,22
Y23H5B.9,nspd-8,0,26
Y23H5B.1,Y23H5B.1,0,1
Y23H5B.12,Y23H5B.12,4,1
C55C2.4,C55C2.4,2,24
C55C2.3,C55C2.3,6,3
C55C2.2,ssp-19,82,246
C55C2.1,scrt-1,0,0
C55C2.5,aat-5,3,7
K07A3.1,fbp-1,5,0
K07A3.2,ptr-12,2,4
K07A3.3,K07A3.3,12,24
Y23H5A.5,ctn-1,4,5
Y23H5A.4,Y23H5A.4,11,18
Y23H5A.3,Y23H5A.3,26,23
Y23H5A.2,Y23H5A.2,6,9
Y23H5A.7,cars-1,144,158
Y23H5A.8,Y23H5A.8,1,0
F40E3.7,F40E3.7,0,0
F40E3.3,F40E3.3,0,0
F40E3.2,mage-1,0,0
F40E3.5,F40E3.5,7,8
F40E3.6,F40E3.6,0,0
F32B5.6,F32B5.6,15,13
F32B5.7,F32B5.7,0,3
F32B5.8,cpz-1,7,1
F32B5.3,F32B5.3,2,7
F32B5.2,F32B5.2,0,0
F32B5.1,F32B5.1,67,93
Y71F9B.5,lin-17,2,1
Y71F9B.16,dnj-30,19,20
Y71F9B.6,Y71F9B.6,9,2
Y71F9B.4,snr-7,5,0
Y71F9B.3,yop-1,148,111
Y71F9B.2,Y71F9B.2,24,17
Y71F9B.8,lron-11,1,2
Y71F9B.7,plk-2,248,255
Y71F9B.9,Y71F9B.9,6,4
Y71F9B.10,sop-3,85,81
Y71F9B.13,Y71F9B.13,0,8
Y71F9B.14,Y71F9B.14,3,2
W03D8.9,W03D8.9,150,157
W03D8.10,W03D8.10,73,9
W03D8.1,W03D8.1,0,1
W03D8.8,W03D8.8,0,0
W03D8.7,W03D8.7,2,1
W03D8.2,W03D8.2,15,35
W03D8.12,W03D8.12,0,0
W03D8.6,itx-1,35,50
W03D8.5,W03D8.5,10,5
W03D8.11,W03D8.11,1,0
W03D8.3,W03D8.3,3,3
W10C8.2,pop-1,10,10
W10C8.1,ccb-2,0,0
W10C8.4,W10C8.4,0,0
W10C8.5,W10C8.5,144,364
W10C8.6,W10C8.6,0,0
Y71F9AL.11,Y71F9AL.11,0,0
Y71F9AL.10,Y71F9AL.10,8,5
Y71F9AL.12,Y71F9AL.12,61,73
Y71F9AL.9,Y71F9AL.9,0,0
Y71F9AL.8,Y71F9AL.8,6,4
Y71F9AL.14,dnc-5,13,17
Y71F9AL.16,arx-1,28,32
Y71F9AL.6,Y71F9AL.6,0,0
Y71F9AL.17,Y71F9AL.17,169,194
Y71F9AL.5,gst-43,0,0
Y71F9AL.4,Y71F9AL.4,5,25
Y71F9AL.18,pme-1,80,85
Y71F9AL.2,Y71F9AL.2,2,3
Y71F9AL.1,Y71F9AL.1,1,1
Y71F9AM.6,trap-1,173,173
Y71F9AM.5,nxt-1,0,2
Y71F9AM.4,cogc-3,27,44
Y71F9AM.8,Y71F9AM.8,0,0
Y71F9AR.1,bam-2,29,13
Y71F9AR.4,Y71F9AR.4,16,6
Y71F9AR.2,Y71F9AR.2,0,2
Y71F9AR.3,Y71F9AR.3,5,6
Y54E10BL.4,dnj-28,32,40
Y54E10BL.5,nduf-5,4,7
Y54E10BL.3,Y54E10BL.3,0,0
Y54E10BL.6,mek-2,21,24
Y54E10BL.8,Y54E10BL.8,0,0
Y54E10BL.2,col-48,0,1
Y54E10BL.1,Y54E10BL.1,0,0
Y54E10BR.4,Y54E10BR.4,65,61
Y54E10BR.3,Y54E10BR.3,0,0
Y54E10BR.5,Y54E10BR.5,0,0
Y54E10BR.6,rpb-7,103,82
Y54E10BR.7,mod-5,3,3
Y54E10BR.8,ztf-23,26,28
Y54E10BR.1,Y54E10BR.1,1,0
M01B12.4,M01B12.4,98,98
M01B12.5,riok-1,12,14
C45E1.7,C45E1.7,0,0
C45E1.1,nhr-64,1,2
C45E1.5,C45E1.5,0,0
C45E1.4,C45E1.4,1,2
K09H9.3,col-49,0,1
K09H9.8,K09H9.8,0,0
K09H9.5,K09H9.5,3,5
K09H9.6,lpd-6,13,8
K09H9.2,K09H9.2,0,0
K09H9.7,K09H9.7,5,1
K09H9.1,K09H9.1,0,0
Y54E10A.9,vbh-1,304,293
Y54E10A.7,mrpl-17,0,0
Y54E10A.6,Y54E10A.6,28,40
Y54E10A.5,dnc-6,0,0
Y54E10A.10,Y54E10A.10,34,25
Y54E10A.11,Y54E10A.11,57,83
Y54E10A.12,Y54E10A.12,30,23
Y54E10A.13,Y54E10A.13,0,0
Y54E10A.17,Y54E10A.17,13,15
Y54E10A.4,fog-1,4,8
Y54E10A.14,rom-5,10,3
Y54E10A.15,cdt-1,11,12
Y54E10A.3,Y54E10A.3,3,6
Y54E10A.2,cogc-1,11,5
Y54E10A.16,mab-31,17,15
Y44E3B.2,tyr-5,1,0
Y44E3B.1,zip-4,0,0
W01B11.3,nol-5,329,288
W01B11.5,pqn-72,1,2
W01B11.2,sulp-6,4,6
W01B11.6,W01B11.6,0,2
W01B11.1,W01B11.1,3,5
Y44E3A.2,ace-2,0,0
Y44E3A.4,Y44E3A.4,0,0
Y44E3A.1,Y44E3A.1,0,0
Y44E3A.6,Y44E3A.6,35,25
W05F2.7,W05F2.7,0,4
W05F2.2,W05F2.2,1,1
W05F2.3,W05F2.3,0,0
W05F2.6,W05F2.6,39,53
W05F2.5,fbxa-203,5,9
W05F2.4,W05F2.4,4,2
K03E5.3,cdk-2,14,8
K03E5.2,K03E5.2,0,0
K03E5.1,K03E5.1,0,0
Y47G6A.12,sep-1,75,53
Y47G6A.28,tag-63,55,54
Y47G6A.13,Y47G6A.13,10,11
Y47G6A.11,msh-6,87,99
Y47G6A.14,Y47G6A.14,3,0
Y47G6A.10,spg-7,19,32
Y47G6A.15,Y47G6A.15,0,1
Y47G6A.9,Y47G6A.9,0,1
Y47G6A.8,crn-1,0,0
Y47G6A.17,Y47G6A.17,1,0
Y47G6A.7,Y47G6A.7,0,0
Y47G6A.18,Y47G6A.18,28,20
Y47G6A.6,pcaf-1,8,4
Y47G6A.19,Y47G6A.19,9,6
Y47G6A.30,Y47G6A.30,0,0
Y47G6A.5,Y47G6A.5,3,1
Y47G6A.20,rnp-6,40,39
Y47G6A.4,Y47G6A.4,7,6
Y47G6A.21,Y47G6A.21,2,6
Y47G6A.34,Y47G6A.34,0,0
Y47G6A.27,Y47G6A.27,4,0
Y47G6A.22,Y47G6A.22,27,23
Y47G6A.23,lpd-3,43,47
Y47G6A.29,Y47G6A.29,44,31
Y47G6A.3,Y47G6A.3,5,9
Y47G6A.31,Y47G6A.31,0,2
Y47G6A.25,Y47G6A.25,35,29
Y47G6A.2,inx-22,15,14
Y47G6A.1,inx-21,23,20
Y47G6A.32,Y47G6A.32,0,1
T28F2.3,cah-6,0,1
T28F2.4,jmjc-1,1,1
T28F2.1,T28F2.1,0,0
T28F2.5,ccb-1,4,5
T28F2.6,col-50,0,0
T28F2.8,col-51,0,0
T28F2.7,T28F2.7,4,3
D1037.2,smp-2,0,0
D1037.4,rab-8,0,0
D1037.1,D1037.1,3,2
D1037.5,D1037.5,0,0
H26D21.2,msh-2,11,8
F21A9.1,F21A9.1,0,0
T12F5.4,lin-59,5,6
T12F5.3,glh-4,6,23
T12F5.5,larp-5,0,0
Y8G1A.1,math-46,0,0
Y8G1A.3,Y8G1A.3,0,0
Y8G1A.2,inx-13,13,13
ZK770.3,inx-12,0,0
ZK770.1,asic-1,0,0
C32E8.8,ptr-2,0,0
C32E8.9,C32E8.9,0,0
C32E8.10,unc-11,32,26
C32E8.11,ubr-1,13,11
F53F10.5,npp-11,1,1
F53F10.7,F53F10.7,0,0
F53F10.4,unc-108,177,170
F53F10.8,F53F10.8,6,4
F53F10.2,F53F10.2,121,112
F53F10.1,F53F10.1,0,0
T03F1.5,gsp-4,91,95
T03F1.6,T03F1.6,1,0
T03F1.7,T03F1.7,1,0
T03F1.8,guk-1,0,0
T03F1.9,hcp-4,32,26
T03F1.2,coq-4,9,10
C50F2.3,C50F2.3,14,15
C50F2.2,C50F2.2,0,0
C50F2.4,C50F2.4,0,0
C50F2.1,C50F2.1,0,0
C50F2.8,C50F2.8,0,0
T20F5.6,T20F5.6,6,0
T21E3.2,T21E3.2,3,3
T21E3.1,egg-4,22,127
T21E3.3,lrp-2,6,10
F47B3.3,F47B3.3,0,0
F47B3.6,F47B3.6,0,0
F28H1.3,aars-2,40,38
F55C7.7,unc-73,0,6
C09D1.1,unc-89,45,58
C24G7.4,C24G7.4,0,3
C24G7.2,acd-1,0,0
C24G7.1,C24G7.1,0,0
H31G24.4,cyb-2.2,187,148
H31G24.3,H31G24.3,7,12
E01A2.3,lin-44,2,1
E01A2.4,E01A2.4,44,41
E01A2.2,E01A2.2,66,42
E01A2.5,E01A2.5,0,0
E01A2.6,E01A2.6,31,43
E01A2.1,E01A2.1,0,0
E01A2.7,E01A2.7,0,0
E01A2.10,E01A2.10,15,12
R12E2.8,R12E2.8,0,0
R12E2.9,inx-15,15,10
R12E2.5,inx-16,8,8
R12E2.4,inx-17,1,6
R12E2.10,egg-5,63,75
R12E2.11,R12E2.11,1,0
R12E2.12,mrps-6,10,11
R12E2.3,rpn-8,0,0
R12E2.2,R12E2.2,96,112
R12E2.1,R12E2.1,11,12
C18E3.7,ppw-1,139,76
C18E3.6,cas-2,0,0
C18E3.5,C18E3.5,13,8
C18E3.4,C18E3.4,0,0
C18E3.3,C18E3.3,6,6
C18E3.8,hop-1,41,31
C18E3.2,swsn-2.2,15,23
C18E3.10,C18E3.10,0,0
C18E3.1,C18E3.1,0,0
C18E3.9,C18E3.9,34,43
C43E11.6,nab-1,4,7
C43E11.5,C43E11.5,20,12
C43E11.7,ndx-7,14,10
C43E11.8,exoc-7,6,6
C43E11.4,tufm-2,17,15
C43E11.11,cogc-5,12,5
C43E11.3,met-1,42,22
C43E11.2,mus-81,39,39
C43E11.10,cdc-6,19,28
C43E11.1,acin-1,19,22
Y47D9A.3,Y47D9A.3,1,0
Y47D9A.2,scpl-3,0,0
Y47D9A.1,Y47D9A.1,16,13
ZK973.6,anc-1,1,3
ZK973.3,pdp-1,0,0
ZK973.9,ZK973.9,0,0
ZK973.10,lpd-5,0,0
ZK973.2,cec-10,22,19
ZK973.1,ZK973.1,64,80
T21E12.4,dhc-1,57,86
T21E12.3,T21E12.3,0,0
T21E12.2,T21E12.2,0,0
C11D9.1,cgef-2,0,0
C41D11.3,C41D11.3,12,10
C41D11.4,C41D11.4,0,0
C41D11.2,eif-3.H,35,48
C41D11.8,cps-6,20,11
C41D11.9,C41D11.9,25,36
C41D11.5,C41D11.5,33,19
C41D11.7,eri-7,15,9
C41D11.1,eri-6,14,18
C41D11.6,C41D11.6,1,1
T01A4.1,gcy-28,70,64
Y119C1B.4,mrpl-19,31,27
Y119C1B.5,Y119C1B.5,0,0
Y119C1B.6,Y119C1B.6,0,1
Y119C1B.12,Y119C1B.12,0,0
Y119C1B.8,bet-1,73,58
Y119C1B.9,Y119C1B.9,4,5
Y119C1B.3,Y119C1B.3,0,0
Y119C1B.10,Y119C1B.10,2,4
D1007.15,D1007.15,7,12
D1007.14,pqn-24,4,3
D1007.13,D1007.13,0,0
D1007.1,ceh-17,0,0
D1007.2,col-52,0,0
D1007.3,D1007.3,1,1
D1007.18,D1007.18,0,0
D1007.5,D1007.5,11,19
D1007.10,D1007.10,8,3
D1007.9,D1007.9,0,0
D1007.7,nrd-1,32,30
C44E4.5,C44E4.5,0,0
C44E4.8,C44E4.8,5,0
C44E4.1,C44E4.1,3,12
C44E4.7,C44E4.7,14,12
C44E4.2,C44E4.2,0,0
C44E4.4,C44E4.4,0,0
C44E4.6,acbp-1,0,0
C44E4.3,got-2.1,26,34
Y119C1A.1,Y119C1A.1,51,59
B0041.3,B0041.3,0,0
B0041.4,rpl-4,1095,972
B0041.8,B0041.8,116,115
B0041.5,B0041.5,0,0
B0041.6,ptps-1,2,4
B0041.2,ain-2,22,19
B0041.10,B0041.10,0,0
B0041.11,B0041.11,8,11
B0041.1,B0041.1,4,0
B0041.7,xnp-1,60,59
T04D1.3,unc-57,31,35
T04D1.2,T04D1.2,2,0
T04D1.4,chd-7,18,18
W09C3.4,W09C3.4,16,15
W09C3.3,W09C3.3,0,0
W09C3.6,gsp-3,34,44
W09C3.7,W09C3.7,6,6
W09C3.8,W09C3.8,2,2
W09C3.1,W09C3.1,3,8
C10H11.7,C10H11.7,0,0
C10H11.6,ugt-26,0,0
C10H11.5,ugt-27,0,0
C10H11.4,ugt-28,5,0
C10H11.3,ugt-25,0,0
C10H11.8,C10H11.8,0,0
C10H11.9,let-502,27,28
C10H11.12,C10H11.12,0,0
C10H11.1,viln-1,11,17
C10H11.13,C10H11.13,0,0
C10H11.10,kca-1,40,35
M04F3.3,M04F3.3,9,7
M04F3.2,M04F3.2,0,0
M04F3.4,M04F3.4,13,10
M04F3.5,M04F3.5,10,9
F54D7.4,zig-7,19,14
F54D7.3,gnrr-1,0,0
F54D7.2,F54D7.2,0,0
F57C9.6,F57C9.6,0,0
F57C9.7,F57C9.7,2,1
F57C9.5,htp-3,11,20
F57C9.4,F57C9.4,0,0
F57C9.3,F57C9.3,0,0
F57C9.2,clec-90,0,0
F57C9.1,F57C9.1,0,0
C01F4.2,rga-6,0,0
F25F8.1,F25F8.1,2,0
F21F3.1,pgal-1,37,29
F21F3.7,F21F3.7,0,0
F28B3.8,imb-1,0,0
F28B3.5,F28B3.5,0,0
F28B3.9,acl-11,0,0
F28B3.4,F28B3.4,0,0
F28B3.1,F28B3.1,0,0
F28B3.7,him-1,37,32
W03G9.8,W03G9.8,21,16
W03G9.3,W03G9.3,8,8
W03G9.9,W03G9.9,0,0
W03G9.1,snf-1,12,11
W03G9.10,W03G9.10,0,0
F54C1.5,dyf-1,0,0
F54C1.3,mes-3,0,0
F54C1.2,dom-3,15,21
F54C1.8,F54C1.8,4,7
F54C1.6,F54C1.6,0,0
F54C1.7,pat-10,646,799
C46H11.6,C46H11.6,2,4
C46H11.4,lfe-2,1,0
C46H11.8,phat-1,0,0
C46H11.12,C46H11.12,0,0
C46H11.2,C46H11.2,2,1
C46H11.11,fhod-1,4,7
C30F8.4,kin-32,0,3
Y110A7A.15,Y110A7A.15,0,0
Y110A7A.16,elpc-1,37,34
Y110A7A.9,Y110A7A.9,0,0
Y110A7A.17,mat-1,85,87
Y110A7A.3,unc-63,0,0
Y110A7A.1,hcp-6,9,12
F56A3.1,fncm-1,0,0
C32E12.2,pde-5,0,0
C32E12.3,osr-1,0,0
C32E12.5,sem-2,0,0
C32E12.4,C32E12.4,0,2
C32E12.1,C32E12.1,18,16
B0261.4,mrpl-47,26,19
B0261.2,let-363,0,0
B0261.1,B0261.1,13,11
C01G8.2,cln-3.2,0,0
C01G8.3,dhs-1,27,16
C01G8.5,erm-1,0,0
C01G8.6,hpo-32,14,17
C01G8.9,let-526,16,17
F48C1.13,F48C1.13,0,0
F48C1.2,fbxa-145,0,0
